RegionName,State,Median_Household_Income_2020,1/31/2020,Ratio_Income_to_House,Rank
Corson County,SD,29860,104356.92,0.28613339680780153,2413
Minnehaha County,SD,64526,225882.5159,0.28566177308103907,2414
Monongalia County,WV,55836,195484.4181,0.28562890353458814,2415
Citrus County,FL,48574,170172.4189,0.28543991038021266,2416
Franklin County,VA,61714,216494.9088,0.2850598212312326,2417
Augusta County,VA,67698,237571.0464,0.28495896712100355,2418
Carter County,MO,38854,136368.6437,0.28491887097942886,2419
Louisa County,VA,69907,245551.8144,0.28469347771188774,2420
Bay County,FL,61332,215466.4154,0.284647609169814,2421
Grand Isle County,VT,79994,281099.1887,0.28457570571422997,2422
Malheur County,OR,46278,162624.9745,0.28456883785706605,2423
Swain County,NC,47559,167294.1915,0.28428362977563393,2424
Crow Wing County,MN,58213,204785.9808,0.28426262272734637,2425
Lee County,AL,58963,207539.9728,0.2841043062910144,2426
Schuyler County,MO,46191,162774.6417,0.283772702661707,2427
Duval County,FL,55202,194615.8679,0.2836459359437463,2428
Maury County,TN,65942,232833.1665,0.2832156646377096,2429
Petroleum County,MT,38661,136540.7846,0.2831461684745585,2430
Rio Grande County,CO,51416,181626.6207,0.2830862557583223,2431
Brevard County,FL,65871,233196.2533,0.28247023298122603,2432
Clay County,SD,49834,176528.2446,0.2823004336383686,2433
Pinal County,AZ,66992,237555.9241,0.2820051752184445,2434
Horry County,SC,55055,195286.5919,0.28191899640602003,2435
Grand Traverse County,MI,67290,238855.7902,0.28171810255743174,2436
Somerset County,NJ,115573,410412.8119,0.2816018327131566,2437
Lee County,FL,66140,235835.967,0.28044916490621635,2438
Stark County,ND,66105,235730.7099,0.28042591492658125,2439
Carroll County,NH,73073,260765.4833,0.28022497101709015,2440
Northumberland County,VA,60575,216175.4988,0.28021214400454525,2441
Glynn County,GA,59286,211600.0252,0.2801795507536641,2442
Crook County,WY,67443,240734.7009,0.2801548748388189,2443
Catron County,NM,27423,97895.19584,0.28012610593087917,2444
Franklin County,VT,62763,224217.1124,0.2799206506951697,2445
Montgomery County,VA,62418,223097.0241,0.27977961719481315,2446
Middlesex County,NJ,95610,341798.6912,0.2797260564817517,2447
Collin County,TX,101560,363167.6534,0.27965045633659397,2448
Robertson County,TN,63918,228872.0821,0.27927390450388184,2449
Mecklenburg County,NC,72340,259292.7888,0.27898963305068203,2450
York County,VA,91711,328833.0513,0.27889836388839906,2451
Ozaukee County,WI,83274,299129.5313,0.278387759436843,2452
Wake County,NC,88763,318887.9427,0.27835169698938883,2453
Lincoln Parish,LA,44728,160791.1952,0.2781744357603979,2454
Keya Paha County,NE,47053,169502.6887,0.27759441670732626,2455
Benewah County,ID,53014,191066.4109,0.27746373499288884,2456
Sagadahoc County,ME,68433,246739.9163,0.27734872016733353,2457
Cherokee County,NC,44449,160631.9768,0.27671327269627427,2458
Rutherford County,TN,73980,267452.2787,0.2766100941805137,2459
Hampden County,MA,61600,222732.032,0.2765655188742677,2460
Gwinnett County,GA,73460,265868.5129,0.27630199303679936,2461
Franklin County,MA,62920,227765.7703,0.2762487090010294,2462
Stone County,MO,51797,187866.5376,0.27571168693322423,2463
Bucks County,PA,92441,335344.7833,0.27565957367913524,2464
Hernando County,FL,52108,189132.0872,0.27551115609958754,2465
Grand Forks County,ND,55495,201456.6324,0.275468716710267,2466
Bandera County,TX,64389,233960.9909,0.27521254612706464,2467
Bonneville County,ID,67294,244653.6615,0.27505821734860897,2468
Lafayette County,MS,55786,203251.2499,0.2744681768375192,2469
Windsor County,VT,60842,221920.9268,0.27416071515793616,2470
Dawson County,GA,75081,273867.56,0.2741507610466899,2471
Polk County,FL,54591,199143.7639,0.2741285939910871,2472
Ozark County,MO,38606,140899.3686,0.2739969694938718,2473
Flagler County,FL,67054,244892.188,0.2738102858552597,2474
Lancaster County,SC,63019,230162.8884,0.27380174292251364,2475
Pacific County,WA,53319,194884.5537,0.2735927449749446,2476
Morgan County,CO,63297,231814.7932,0.2730498736782084,2477
Howard County,MD,124042,454773.0976,0.2727557998804545,2478
Loudoun County,VA,155362,569685.6207,0.2727153264095016,2479
West Feliciana Parish,LA,58499,214627.3924,0.2725607358215288,2480
Hennepin County,MN,81772,300067.3072,0.2725121932243607,2481
Madison County,VA,67373,247577.6335,0.2721287825864932,2482
Okaloosa County,FL,65977,242571.0438,0.27199041965783055,2483
Washington County,TX,62667,230419.4897,0.27196918143335336,2484
Burleigh County,ND,72170,265368.5899,0.27196135016279105,2485
Ulster County,NY,66060,243138.2021,0.27169732863628837,2486
Denton County,TX,90880,334952.9837,0.2713216613152982,2487
Polk County,NC,58607,216195.6823,0.2710831195910521,2488
Kenai Peninsula Borough,AK,68448,252549.0763,0.27102851058814187,2489
Kent County,DE,61538,227152.2651,0.27091079181142624,2490
Rio Arriba County,NM,47400,175189.1143,0.27056475620300574,2491
Putnam County,TN,47120,174209.2266,0.2704793593291803,2492
Iredell County,NC,61892,229239.22,0.2699887043761534,2493
Franklin County,WA,73656,272933.9023,0.2698675370824389,2494
Cass County,MN,52271,193780.2913,0.2697436341401557,2495
Sanpete County,UT,55033,204564.5637,0.26902508921685736,2496
Pennington County,SD,62214,231436.9268,0.2688162207311163,2497
Golden Valley County,MT,42741,159088.3721,0.26866199858487333,2498
Lincoln County,ME,64825,241644.542,0.26826593914957947,2499
Tulare County,CA,62058,231455.3066,0.26812087789911143,2500
Idaho County,ID,51201,190968.044,0.268112920505171,2501
Orange County,NC,82732,308793.1845,0.2679204210221162,2502
Hays County,TX,77511,289371.5749,0.26785975791432165,2503
Wilson County,TX,74529,278249.1187,0.2678499049635984,2504
Power County,ID,45404,169581.1261,0.26774205976923277,2505
Santa Cruz County,AZ,44402,165967.4373,0.2675344074858472,2506
Richland County,MT,69169,258567.4264,0.26750856038995635,2507
Sumner County,TN,72325,270740.9502,0.267137276228707,2508
Grays Harbor County,WA,54034,202316.6756,0.2670763536409156,2509
Alleghany County,NC,39916,149520.1269,0.26696071510624164,2510
Klamath County,OR,49675,186196.4013,0.26678818523438347,2511
Charlotte County,FL,58368,218851.7859,0.26670104500161634,2512
Box Elder County,UT,73926,277300.5136,0.26659164471161656,2513
Hillsborough County,FL,65272,244845.0772,0.2665848982811405,2514
Hill County,MT,49734,186660.0269,0.26644162023315343,2515
Sawyer County,WI,50319,188858.2787,0.2664378831914028,2516
Becker County,MN,60159,225964.8075,0.26623172283144136,2517
Baker County,OR,44872,168547.2417,0.2662280292896659,2518
Levy County,FL,41894,157429.5978,0.26611260262014086,2519
Shenandoah County,VA,54294,204391.8527,0.2656368112661078,2520
Dutchess County,NY,79276,298677.8716,0.26542307796464154,2521
Ramsey County,MN,66123,249170.8161,0.265372169321237,2522
Macon County,NC,51973,196246.8664,0.2648348019685883,2523
Washtenaw County,MI,77019,291072.4367,0.26460423691502355,2524
Morgan County,GA,68343,258589.9665,0.26429099676611,2525
Kendall County,TX,103216,390804.6189,0.2641115150852686,2526
Payette County,ID,60177,228154.8021,0.26375513224404756,2527
James City County,VA,86501,327980.1939,0.26373848667939337,2528
Morris County,NJ,114103,432865.8224,0.26359900480791576,2529
Isle of Wight County,VA,75481,286603.3357,0.26336399684827533,2530
Seminole County,FL,71930,273142.7515,0.26334215206146516,2531
Cascade County,MT,53357,202627.1285,0.2633260432351239,2532
Costilla County,CO,35639,135363.9288,0.26328284289573606,2533
Payne County,OK,39681,150745.2504,0.26323217411299615,2534
Dorchester County,SC,62928,239071.8775,0.26321791027052105,2535
Prince William County,VA,111117,422616.1728,0.2629265209227696,2536
Washington County,ID,49186,187126.8759,0.262848400388434,2537
Bernalillo County,NM,56632,215780.3602,0.2624520598052093,2538
Columbia County,NY,66068,251819.3876,0.2623626426450733,2539
Franklin County,NC,54868,209183.4294,0.26229611091747407,2540
Rockingham County,NH,96775,369538.5347,0.2618806725489784,2541
Asotin County,WA,53377,203919.1088,0.2617557536128267,2542
Pinellas County,FL,61532,235487.0294,0.26129676932431506,2543
Kings County,CA,60319,231064.6819,0.2610481165014427,2544
San Juan County,NM,44261,169650.5321,0.2608951439887644,2545
Alachua County,FL,51995,199492.5942,0.2606362417036532,2546
Ocean County,NJ,78181,300348.4892,0.2603009597559181,2547
Fayette County,TX,63713,245071.873,0.25997679464423895,2548
Culpeper County,VA,80151,308382.357,0.259907864962586,2549
Strafford County,NH,72817,280461.2306,0.2596330332153937,2550
Franklin County,ID,65396,252404.2466,0.25909231275192024,2551
Dickinson County,IA,67477,260635.5323,0.2588940940037745,2552
Okanogan County,WA,48979,189220.1158,0.25884668653183435,2553
Osceola County,FL,63018,243476.0887,0.25882623766659846,2554
Orange County,FL,69074,267227.1531,0.2584842116480266,2555
Fremont County,WY,52010,201447.455,0.2581814697038491,2556
McCormick County,SC,50698,196481.2842,0.25802966530081345,2557
Tehama County,CA,61571,238750.3278,0.25788865115853465,2558
Providence County,RI,67752,262725.2222,0.2578815974829538,2559
Lincoln County,NM,49115,190578.2149,0.25771571019159545,2560
Bear Lake County,ID,55689,216512.3272,0.257209373342323,2561
Comal County,TX,79290,308381.7442,0.2571163873714156,2562
Bristol County,RI,94591,368101.0414,0.25697020481181393,2563
Stillwater County,MT,73044,284394.2763,0.2568406120907574,2564
Rabun County,GA,53038,206539.3813,0.2567936422883048,2565
Putnam County,GA,56104,218661.3062,0.25657946060508807,2566
Davis County,UT,92253,359791.9712,0.2564064998235291,2567
Clarke County,GA,46693,182255.7231,0.2561949726779252,2568
Hancock County,ME,58466,228741.8971,0.2555981249663248,2569
Dona Ana County,NM,46547,182147.4958,0.255545648846631,2570
Clarke County,VA,88407,345957.5226,0.25554293294618474,2571
Meade County,SD,58406,228661.3417,0.2554257731795685,2572
Nassau County,FL,75123,294245.936,0.2553068396499451,2573
Warren County,VA,63797,249976.4463,0.25521204475175385,2574
Hampshire County,MA,73864,289675.101,0.25498912314179184,2575
Pueblo County,CO,50885,199609.1079,0.2549232373980266,2576
Kane County,UT,58352,228956.4974,0.2548606423606129,2577
Cass County,ND,61338,240824.9783,0.25469949352010385,2578
Worcester County,MA,77931,306175.2051,0.25453073502325874,2579
Wahkiakum County,WA,62099,244144.8786,0.25435307247112576,2580
Sierra County,CA,59422,233640.9023,0.25433046788914065,2581
Chittenden County,VT,80539,316732.6369,0.25428071065953356,2582
Ashe County,NC,44543,175470.5528,0.25384886118624,2583
Durham County,NC,65619,258706.9484,0.2536422017492283,2584
Pima County,AZ,56551,223301.4004,0.2532496433013861,2585
Sevier County,TN,54284,214374.2131,0.2532207545628537,2586
Bannock County,ID,54538,215429.3572,0.2531595540591438,2587
Leelanau County,MI,77687,306899.1411,0.25313527995403046,2588
Kern County,CA,58583,231453.5464,0.2531091050934098,2589
Madera County,CA,68744,271965.0989,0.25276772746960735,2590
Centre County,PA,62795,248540.8956,0.25265459774097637,2591
Tooele County,UT,79101,313087.3926,0.2526483080111096,2592
Crook County,OR,68598,271608.3027,0.25256223509400105,2593
Meagher County,MT,43666,173220.9146,0.2520827239645576,2594
Wilson County,TN,77822,308725.9007,0.2520747362743057,2595
Jefferson County,MT,80071,317752.0881,0.2519920497730948,2596
Hillsborough County,NH,79222,314470.5978,0.2519218030373204,2597
Austin County,TX,60593,240940.1036,0.25148573896437887,2598
New Hanover County,NC,65615,260961.3481,0.2514357029411744,2599
Haywood County,NC,50492,201300.2326,0.2508293177203214,2600
Fauquier County,VA,106977,426727.0223,0.2506918812485993,2601
Sioux County,NE,51831,207113.0119,0.2502546775044026,2602
Jerome County,ID,57342,229918.8553,0.24940103292172228,2603
Juab County,UT,70086,281023.598,0.24939542621612865,2604
Volusia County,FL,55463,222399.2337,0.249384852084587,2605
McKinley County,NM,35659,143532.1304,0.24843914669575615,2606
Petersburg Borough,AK,66096,266368.1768,0.24813774976440803,2607
Beaverhead County,MT,52613,212297.0072,0.24782732782678626,2608
Menominee County,WI,41365,167083.7223,0.24757049598002642,2609
Lake County,FL,58501,236310.7057,0.24755966864348458,2610
Suffolk County,NY,109084,440917.3638,0.24740236823487965,2611
Churchill County,NV,61650,249601.7415,0.2469934689938852,2612
Georgetown County,SC,57991,235071.1952,0.24669547432496317,2613
Elmore County,ID,49450,200600.3472,0.2465100419327689,2614
Pend Oreille County,WA,57212,232424.4912,0.24615306117103378,2615
Brazos County,TX,53570,217709.5964,0.24606173033169979,2616
Grant County,WA,54753,222530.5992,0.2460470613786942,2617
Fremont County,ID,58658,238521.351,0.24592347709786366,2618
Fairfield County,CT,98828,402381.6894,0.24560759747135752,2619
Cook County,MN,58561,238624.6558,0.24541051637632158,2620
Dane County,WI,74829,304935.6045,0.24539279407105113,2621
Aransas County,TX,51461,209800.3175,0.2452856154519404,2622
Granite County,MT,53407,217736.719,0.24528246887012198,2623
Plaquemines Parish,LA,55861,227838.4765,0.24517807904144762,2624
Clay County,NC,44052,179716.0676,0.24511998614418826,2625
Johnson County,WY,62671,255777.7851,0.24502127882410848,2626
Alamosa County,CO,50390,205858.5154,0.24477976974665386,2627
Pasco County,FL,52332,214411.1999,0.24407307092356792,2628
Weber County,UT,72091,295432.3673,0.24401862483400275,2629
Lancaster County,VA,55539,227628.1218,0.24399006397284256,2630
Montgomery County,MD,115394,473264.0936,0.24382580795899195,2631
Orleans Parish,LA,51704,212076.7073,0.2437985795717793,2632
Brunswick County,NC,64371,264915.2762,0.24298711997039601,2633
Burnet County,TX,63813,262786.1348,0.24283244642479515,2634
Martin County,FL,72736,299876.7605,0.24255297369067053,2635
Oktibbeha County,MS,44234,182447.1137,0.24244834079827926,2636
Middlesex County,VA,60752,250819.2554,0.2422142586426002,2637
Sweet Grass County,MT,58746,243053.5699,0.24169980315109127,2638
Beaufort County,SC,76515,316626.8052,0.24165673513229133,2639
Rich County,UT,75531,312603.5796,0.24161911420415483,2640
Monmouth County,NJ,104219,431374.343,0.2415975861596386,2641
Madison County,NC,49373,204718.3506,0.24117525300147666,2642
Nye County,NV,52783,218889.1258,0.241140348142411,2643
Broadwater County,MT,61641,255958.2278,0.24082445221555798,2644
Siskiyou County,CA,49441,205433.5395,0.24066664148577355,2645
Sussex County,DE,69829,290384.9941,0.24047041485880966,2646
Carteret County,NC,63475,264014.8223,0.24042210754316426,2647
Jefferson County,ID,66806,277978.8312,0.24032765269069883,2648
Walker County,TX,43002,179262.9554,0.23988224395858643,2649
Twin Falls County,ID,54995,229355.3081,0.23978080322440987,2650
Williamson County,TN,118257,494162.1135,0.2393081071359794,2651
Vilas County,WI,54619,228472.272,0.2390618324135193,2652
Ferry County,WA,47722,199699.756,0.23896874465885679,2653
Benton County,WA,75882,318415.4344,0.23831131221068722,2654
Storey County,NV,73271,307502.0686,0.23827807186335137,2655
San Juan County,UT,50686,212859.8297,0.23811914193220834,2656
La Paz County,AZ,41637,174886.5736,0.23808002605867282,2657
Yakima County,WA,56353,237015.4665,0.2377608551549947,2658
Lemhi County,ID,48908,205999.8097,0.23741769505139498,2659
Custer County,CO,60485,254780.0322,0.2374008648861455,2660
Maricopa County,AZ,71799,302470.3969,0.2373752960152908,2661
Jasper County,SC,48988,206461.2031,0.23727460299779682,2662
Jefferson County,OR,63683,268508.1115,0.2371734680350616,2663
Fulton County,GA,71504,302173.5433,0.23663223199196604,2664
Worcester County,MD,62481,264799.944,0.23595548796641738,2665
Union County,GA,50653,214936.119,0.23566536995115278,2666
Sarasota County,FL,66138,280894.1759,0.23545522005961964,2667
Ketchikan Gateway Borough,AK,76780,327472.1397,0.23446269374347023,2668
Lincoln County,NC,56183,239754.6775,0.23433536557383747,2669
Fremont County,CO,52414,223911.3343,0.23408372856094406,2670
Broward County,FL,63901,274130.8296,0.23310402588881232,2671
Gulf County,FL,51593,221471.0029,0.2329560047339272,2672
Mesa County,CO,64141,275372.7423,0.23292428823664296,2673
Laramie County,WY,69450,298173.7391,0.23291789615553035,2674
Linn County,OR,65516,282040.5116,0.23229287036933596,2675
Cumberland County,ME,75455,324923.1903,0.2322241140447155,2676
Nez Perce County,ID,57839,249217.3937,0.2320825169595697,2677
Cowlitz County,WA,64357,277935.861,0.23155342303956958,2678
Kerr County,TX,57425,248726.4034,0.23087617243292635,2679
Thurston County,WA,79769,345579.711,0.23082662974968457,2680
Palm Beach County,FL,68200,295882.0686,0.23049723939911645,2681
Henderson County,NC,60550,263017.9306,0.2302124416456039,2682
Lawrence County,SD,56366,245406.7211,0.229684010883433,2683
Wheeler County,OR,43367,189247.5172,0.22915492177458274,2684
Pender County,NC,59812,261889.9571,0.2283860009842279,2685
Collier County,FL,81895,358652.9547,0.22834051393359397,2686
Transylvania County,NC,56880,249249.7976,0.2282047991520616,2687
Fresno County,CA,61401,269199.1325,0.22808765923493457,2688
Fairfax County,VA,132509,581047.1912,0.22805204466497384,2689
Davidson County,TN,64418,282544.7349,0.22799221518956717,2690
Bergen County,NJ,107114,471628.3769,0.2271152569403421,2691
Albany County,WY,59179,261063.3649,0.22668442974627423,2692
York County,ME,67965,300182.6879,0.22641212414834933,2693
Travis County,TX,82605,365747.8411,0.22585232424492907,2694
Boise County,ID,55583,246104.4305,0.22585127739096109,2695
Douglas County,OR,52355,232376.3694,0.22530259912047668,2696
Lamoille County,VT,57909,257254.8056,0.22510366663486733,2697
Columbia County,OR,73023,324420.1612,0.22508773724140546,2698
Nassau County,NY,122730,545803.8797,0.2248609886530273,2699
Llano County,TX,60706,270108.0124,0.22474712786417142,2700
Union County,NJ,83189,370456.5752,0.22455803343506156,2701
Mason County,WA,63785,284158.7751,0.22446957683271626,2702
Montezuma County,CO,54053,240878.2122,0.22439970600213546,2703
Manatee County,FL,63328,283794.0184,0.2231477617359112,2704
Buncombe County,NC,66156,296796.8487,0.22289994078363679,2705
Kodiak Island Borough,AK,72028,323656.523,0.22254456462785396,2706
Walla Walla County,WA,61281,275395.8026,0.22251973131561448,2707
Morgan County,UT,103746,466760.6272,0.2222681047935656,2708
Currituck County,NC,73433,331552.4356,0.22148231204246957,2709
Carbon County,MT,62465,282247.2018,0.22131308867417088,2710
Apache County,AZ,36319,164207.2249,0.22117784416683117,2711
Gila County,AZ,49280,223005.3295,0.22098126583113792,2712
Chatham County,NC,74747,339555.019,0.2201322195741127,2713
Roosevelt County,MT,43256,196632.4021,0.21998408979412046,2714
Whitman County,WA,52066,236779.6457,0.2198922117907367,2715
Washington County,RI,83925,381766.8894,0.21983310321096694,2716
Yellowstone County,MT,58374,266122.3229,0.21935025729478178,2717
Cache County,UT,65391,299444.3998,0.2183744295891821,2718
Charleston County,SC,72451,331860.0376,0.21831794067150434,2719
Mineral County,CO,58004,266056.0061,0.21801424764001973,2720
Albemarle County,VA,79708,365690.888,0.2179655075244861,2721
Utah County,UT,81804,375565.3507,0.2178156207635477,2722
Glenn County,CA,57779,265840.1611,0.21734488784885103,2723
Lake County,CO,61518,283383.9139,0.21708359925365547,2724
Coos County,OR,50848,234388.0526,0.21693938507512478,2725
Plymouth County,MA,88420,408420.3406,0.2164926454693819,2726
Lyon County,NV,63162,292333.8691,0.21606117756541537,2727
Talbot County,MD,69311,321084.1186,0.21586555044270572,2728
Colusa County,CA,59422,276553.1964,0.21486643717562903,2729
Stevens County,WA,50958,237394.5543,0.21465530306817152,2730
Douglas County,CO,122290,569817.5025,0.21461257238233045,2731
Navajo County,AZ,46698,217700.2168,0.21450598757511205,2732
Elbert County,CO,107139,500060.1489,0.2142522259285757,2733
Spokane County,WA,60827,284656.7468,0.21368543231029435,2734
Shasta County,CA,59108,276872.1163,0.21348484199093037,2735
Delta County,CO,53553,250912.9268,0.21343260661371394,2736
Lake County,CA,52345,245897.4332,0.21287330786175934,2737
El Paso County,CO,72459,340477.2632,0.21281597284643589,2738
Jackson County,NC,49488,232633.167,0.2127297695259421,2739
Park County,WY,63093,297378.9842,0.21216361394780767,2740
Salt Lake County,UT,79294,374124.6327,0.2119454135584374,2741
Lewis and Clark County,MT,60664,286274.0831,0.21190880900947334,2742
Plumas County,CA,58489,276029.1603,0.21189427934509425,2743
Canyon County,ID,57886,273367.0321,0.21175194227087632,2744
Montrose County,CO,59764,283543.9695,0.2107750699314379,2745
Dare County,NC,72962,346504.1064,0.21056604713299873,2746
Bristol County,MA,71998,341981.8638,0.21053163229178237,2747
Weld County,CO,77937,370803.5569,0.21018406795115616,2748
Towns County,GA,43640,207732.9727,0.21007738652555275,2749
Park County,CO,77598,369402.6256,0.21006347714492257,2750
Sanders County,MT,45805,219028.6779,0.2091278659907393,2751
Wasco County,OR,55519,266116.7811,0.2086264525315198,2752
Gilpin County,CO,79622,381789.9513,0.20854922904305365,2753
Rockland County,NY,94874,454975.8176,0.20852536844806585,2754
Marion County,OR,64990,312329.4721,0.2080815478700385,2755
Amador County,CA,68141,328075.274,0.20769928549994904,2756
Merced County,CA,58998,284434.8121,0.20742186782417413,2757
Blanco County,TX,66383,320219.9838,0.20730436374470892,2758
Clark County,NV,62496,301904.7187,0.2070057078574572,2759
Latah County,ID,59834,289604.2152,0.20660610881881944,2760
Rappahannock County,VA,76634,371881.2747,0.20607114478087488,2761
Gem County,ID,60526,294192.0913,0.20573632599211888,2762
Norfolk County,MA,106348,517406.3375,0.2055405825020456,2763
Skagit County,WA,78798,383394.1083,0.205527414986622,2764
Sheridan County,WY,59947,291873.0445,0.20538724328823724,2765
Tuolumne County,CA,63336,308817.6934,0.2050918757364179,2766
Polk County,OR,66973,326690.0997,0.20500468199526523,2767
Mohave County,AZ,46678,227795.8375,0.20491155814030185,2768
Sumter County,FL,60278,294943.778,0.20437115306768736,2769
Pierce County,WA,80236,392867.05,0.20423194055088104,2770
Mariposa County,CA,56887,278903.1212,0.2039668819597276,2771
Watauga County,NC,54004,265280.3804,0.20357329071441574,2772
Sutter County,CA,65791,323309.0163,0.20349262372241486,2773
Imperial County,CA,47599,234171.8531,0.20326524887546357,2774
Middlesex County,MA,111158,546942.7997,0.20323514645584612,2775
Clark County,WA,76929,379355.8531,0.20278848835824118,2776
Lewis County,WA,54578,269171.2313,0.20276312493132323,2777
Hinsdale County,CO,63034,311526.4727,0.20233914457954186,2778
Adams County,ID,49967,247769.3753,0.20166737692864498,2779
Calaveras County,CA,66329,329629.3818,0.20122296027677714,2780
Kittitas County,WA,64727,322060.8732,0.20097753370930127,2781
Boundary County,ID,52193,259905.5237,0.20081527801711743,2782
Klickitat County,WA,57476,286585.0947,0.20055474294699946,2783
Madison County,ID,53727,268927.8238,0.199782228706675,2784
Garfield County,CO,79958,401302.3968,0.19924625578513366,2785
Clear Creek County,CO,79422,399098.6437,0.1990034324940002,2786
Iron County,UT,52942,266137.7358,0.19892707000327609,2787
Ada County,ID,73324,369713.6114,0.19832648228000838,2788
Gillespie County,TX,64365,325680.3347,0.1976324424355856,2789
Lincoln County,MT,42501,215423.9913,0.197290003511322,2790
Arapahoe County,CO,82381,418457.4606,0.19686827875378068,2791
Washington County,UT,71904,365565.8157,0.19669235172417682,2792
Garfield County,UT,47638,242506.4395,0.19644014442758745,2793
Cape May County,NJ,75829,386969.0308,0.19595624963381436,2794
Hawaii County,HI,70313,360872.3869,0.19484172952109016,2795
Placer County,CA,100662,517209.0274,0.19462537323840995,2796
Kitsap County,WA,76814,395319.5324,0.1943086382139007,2797
Washington County,OR,85385,440498.0606,0.1938374027883291,2798
Stanislaus County,CA,64501,333197.7435,0.1935817431488698,2799
Washoe County,NV,75232,389483.0583,0.1931585941847371,2800
Kootenai County,ID,66959,346827.0364,0.19306165025374591,2801
Wallowa County,OR,51506,267743.4469,0.19237072128692315,2802
Essex County,MA,88269,459045.4771,0.1922881378935168,2803
Clatsop County,OR,63238,329101.6484,0.1921533979165569,2804
Skamania County,WA,68501,357121.133,0.19181446761371024,2805
San Juan County,CO,54387,283625.0884,0.19175666125592294,2806
Miami-Dade County,FL,59259,309137.8551,0.1916911792663855,2807
Larimer County,CO,80344,419774.5735,0.1913979670805383,2808
Archuleta County,CO,63961,334706.1418,0.191095985439727,2809
Adams County,CO,73615,385830.7418,0.19079609793809332,2810
Yuba County,CA,56278,295449.3568,0.1904827297968922,2811
Riverside County,CA,76409,403377.1611,0.18942321819022787,2812
Walton County,FL,74108,391377.7839,0.1893515755072474,2813
Teton County,ID,74935,397066.3424,0.18872161147446578,2814
Sacramento County,CA,72953,386899.4938,0.18855801356440027,2815
Greene County,GA,61857,329208.2307,0.18789627424707034,2816
Snohomish County,WA,93589,498544.4742,0.18772447563515687,2817
Passaic County,NJ,64422,343571.0452,0.18750706993512387,2818
Teller County,CO,62845,335408.0528,0.18736878699055493,2819
Douglas County,NV,84317,450213.5637,0.18728222958690038,2820
Ravalli County,MT,58781,313952.7202,0.18722882847632039,2821
Trinity County,CA,45113,241058.9826,0.187145069283139,2822
Missoula County,MT,63409,339017.7009,0.18703743147235768,2823
Yamhill County,OR,68266,365233.3226,0.1869106562184203,2824
Clackamas County,OR,82539,442247.7697,0.18663519785750543,2825
Valley County,ID,62600,337520.4585,0.18547023868776832,2826
Island County,WA,76965,414977.8988,0.1854677085757127,2827
Lane County,OR,58818,317544.4523,0.18522761009986632,2828
Chelan County,WA,61546,333124.2782,0.184753871235555,2829
Hood River County,OR,81718,442631.1541,0.1846187265470657,2830
Franklin County,FL,47206,256416.0046,0.1840992728735467,2831
Jefferson County,CO,90097,489742.6976,0.18396803146126176,2832
Newport County,RI,81218,444993.9185,0.18251485385187347,2833
Arlington County,VA,125004,685006.3666,0.1824858951610217,2834
Douglas County,WA,64768,355170.591,0.18235744073754123,2835
Lake County,MT,52493,288366.9606,0.18203541727103115,2836
Solano County,CA,83678,459939.4577,0.18193264047934715,2837
San Joaquin County,CA,70685,389227.5763,0.18160326838075577,2838
Alpine County,CA,64542,355734.956,0.18143283057063417,2839
Fannin County,GA,44730,246672.1373,0.18133381617235453,2840
Multnomah County,OR,74707,412859.2199,0.18095030072985901,2841
Tillamook County,OR,57533,321175.807,0.1791324213906311,2842
Jackson County,OR,57334,322331.8677,0.17787257713333443,2843
San Bernardino County,CA,65984,371896.1777,0.17742586226101995,2844
Hudson County,NJ,77323,437403.4154,0.17677731192219676,2845
Lincoln County,OR,53883,305277.754,0.1765048363137525,2846
Yolo County,CA,80668,458616.8332,0.17589411063946095,2847
Wasatch County,UT,87098,495731.4098,0.17569594800365623,2848
Westchester County,NY,103340,588827.6048,0.17550128281621624,2849
Park County,MT,56657,323850.8798,0.17494780324509096,2850
Benton County,OR,66378,379739.8366,0.17479862158870482,2851
Flathead County,MT,58959,337300.9344,0.17479643246431514,2852
El Dorado County,CA,87792,504563.4777,0.1739959467541937,2853
Jefferson County,WA,66386,383573.3832,0.17307248862308441,2854
Yavapai County,AZ,58860,342365.5026,0.1719215270025865,2855
Barnstable County,MA,76287,447382.58,0.17051848554317872,2856
Whatcom County,WA,70463,414815.42,0.16986591289205208,2857
Madison County,MT,58201,343254.4473,0.16955643388688005,2858
Butte County,CA,54718,324734.8716,0.16850053623868338,2859
Summit County,UT,115756,687478.3979,0.16837765427043683,2860
Grand County,UT,58852,349860.3944,0.16821566814080058,2861
Carson City,NV,58382,347666.5598,0.1679252673411704,2862
Josephine County,OR,47740,285277.1654,0.1673460262165098,2863
Ouray County,CO,74492,445364.7713,0.16726064745211247,2864
Clallam County,WA,54712,327110.1586,0.1672586392124356,2865
Del Norte County,CA,47442,283781.9265,0.16717766555862745,2866
Grand County,CO,74484,445583.0819,0.16716074515754634,2867
Humboldt County,CA,56071,335600.2189,0.1670767682565418,2868
Contra Costa County,CA,106484,637351.0273,0.1670727675000329,2869
Essex County,NJ,65528,393790.6125,0.16640315416355944,2870
King County,WA,102620,621010.7897,0.165246726308208,2871
Gallatin County,MT,70029,423815.8063,0.165234516879792,2872
Gunnison County,CO,68214,414892.362,0.16441372810811108,2873
District of Columbia,DC,91957,565817.0595,0.16252072724929922,2874
District of Columbia,DC,91957,565817.0595,0.16252072724929922,2875
